,unique.cellid,cellosaurus.name,Cellosaurus.Accession.id,PharmacoDB.id,cello_NCItd_1,cello_diseaseType,cello_NCItd_2,cello_diseaseType_2,cello_NCItd_3,cello_diseaseType_3,onco_name,onco_mainType,onco_tissue
1014,NCI-H128,NCI-H128,CVCL_1460,NCIH128_1005_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1015,NCI-H1299,NCI-H1299,CVCL_0060,NCIH1299_1006_2019,C4450,Large cell lung carcinoma,NA,NA,NA,NA,Large Cell Lung Carcinoma,Non-Small Cell Lung Cancer,Lung
1016,NCI-H1304,NCI-H1304,CVCL_1462,NCIH1304_1007_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1017,NCI-H1339,NCI-H1339,CVCL_A472,NCIH1339_1008_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1018,NCI-H1341,NCI-H1341,CVCL_1463,NCIH1341_1009_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1019,NCI-H1355,NCI-H1355,CVCL_1464,NCIH1355_1010_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1020,NCI-H1373,NCI-H1373,CVCL_1465,NCIH1373_1011_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1021,NCI-H1385,NCI-H1385,CVCL_1466,NCIH1385_1012_2019,C3493,Squamous cell lung carcinoma,NA,NA,NA,NA,Lung Squamous Cell Carcinoma,Non-Small Cell Lung Cancer,Lung
1022,NCI-H1395,NCI-H1395,CVCL_1467,NCIH1395_1013_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1023,NCI-H1404,NCI-H1404,CVCL_1468,NCIH1404_1014_2019,C5650,Papillary lung adenocarcinoma,NA,NA,NA,NA,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,Lung
1024,NCI-H1417,NCI-H1417,CVCL_1469,NCIH1417_1015_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1025,NCI-H1435,NCI-H1435,CVCL_1470,NCIH1435_1016_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1026,NCI-H1436,NCI-H1436,CVCL_1471,NCIH1436_1017_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1027,NCI-H1437,NCI-H1437,CVCL_1472,NCIH1437_1018_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1028,NCI-H146,NCI-H146,CVCL_1473,NCIH146_1019_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1029,NCI-H1522,NCI-H1522,CVCL_1474,NCIH1522_1020_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1030,NCI-H1563,NCI-H1563,CVCL_1475,NCIH1563_1021_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1031,NCI-H1568,NCI-H1568,CVCL_1476,NCIH1568_1022_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1032,NCI-H157,NCI-H157,CVCL_0463,NCIH1573_1023_2019,C3493,Squamous cell lung carcinoma,NA,NA,NA,NA,Lung Squamous Cell Carcinoma,Non-Small Cell Lung Cancer,Lung
1033,NCI-H1573,NCI-H1573,CVCL_1478,NCIH1573_1023_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1034,NCI-H1581,NCI-H1581,CVCL_1479,NCIH1581_1024_2019,C4450,Large cell lung carcinoma,NA,NA,NA,NA,Large Cell Lung Carcinoma,Non-Small Cell Lung Cancer,Lung
1035,NCI-H1618,NCI-H1618,CVCL_1480,NCIH1618_1025_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1036,NCI-H1623,NCI-H1623,CVCL_1481,NCIH1623_1026_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1037,NCI-H1648,NCI-H1648,CVCL_1482,NCIH1648_1027_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1038,NCI-H1650,NCI-H1650,CVCL_1483,NCIH1650_1028_2019,C2923,Minimally invasive lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1039,NCI-H1651,NCI-H1651,CVCL_1484,NCIH1651_1029_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1040,NCI-H1666,NCI-H1666,CVCL_1485,NCIH1666_1030_2019,C2923,Minimally invasive lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1041,NCI-H1688,NCI-H1688,CVCL_1487,NCIH1688_1031_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1042,NCI-H1693,NCI-H1693,CVCL_1488,NCIH1693_1032_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1043,NCI-H1694,NCI-H1694,CVCL_1489,NCIH1694_1033_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1044,NCI-H1703,NCI-H1703,CVCL_1490,NCIH1703_1034_2019,C3493,Squamous cell lung carcinoma,NA,NA,NA,NA,Lung Squamous Cell Carcinoma,Non-Small Cell Lung Cancer,Lung
1045,NCI-H1734,NCI-H1734,CVCL_1491,NCIH1734_1035_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1046,NCI-H1755,NCI-H1755,CVCL_1492,NCIH1755_1036_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1047,NCI-H1770,NCI-H1770,CVCL_1493,NCIH1770_1037_2019,C2926,Non-small cell lung carcinoma,NA,NA,NA,NA,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,Lung
1048,NCI-H1781,NCI-H1781,CVCL_1494,NCIH1781_1038_2019,C2923,Minimally invasive lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1049,NCI-H1792,NCI-H1792,CVCL_1495,NCIH1792_1039_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1050,NCI-H1793,NCI-H1793,CVCL_1496,NCIH1793_1040_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1051,NCI-H1836,NCI-H1836,CVCL_1498,NCIH1836_1041_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1052,NCI-H1838,NCI-H1838,CVCL_1499,NCIH1838_1042_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1053,NCI-H1869,NCI-H1869,CVCL_1500,NCIH1869_1043_2019,C3493,Squamous cell lung carcinoma,NA,NA,NA,NA,Lung Squamous Cell Carcinoma,Non-Small Cell Lung Cancer,Lung
1054,NCI-H187,NCI-H187,CVCL_1501,NCIH187_1044_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1055,NCI-H1876,NCI-H1876,CVCL_1503,NCIH1876_1045_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1056,NCI-H1882,NCI-H1882,CVCL_1504,NCIH1882_1046_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1057,NCI-H1915,NCI-H1915,CVCL_1505,NCIH1915_1047_2019,C2926,Non-small cell lung carcinoma,NA,NA,NA,NA,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,Lung
1058,NCI-H1926,NCI-H1926,CVCL_1506,NCIH1926_1048_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1059,NCI-H1930,NCI-H1930,CVCL_1507,NCIH1930_1049_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1060,NCI-H1944,NCI-H1944,CVCL_1508,NCIH1944_1050_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1061,NCI-H196,NCI-H196,CVCL_1509,NCIH196_1051_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1062,NCI-H1963,NCI-H1963,CVCL_1510,NCIH1963_1052_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1063,NCI-H1975,NCI-H1975,CVCL_1511,NCIH1975_1053_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1064,NCI-H1993,NCI-H1993,CVCL_1512,NCIH1993_1054_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1065,NCI-H2009,NCI-H2009,CVCL_1514,NCIH2009_1055_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1066,NCI-H2023,NCI-H2023,CVCL_1515,NCIH2023_1056_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1067,NCI-H2029,NCI-H2029,CVCL_1516,NCIH2029_1057_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1068,NCI-H2030,NCI-H2030,CVCL_1517,NCIH2030_1058_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1069,NCI-H2052,NCI-H2052,CVCL_1518,NCIH2052_1059_2019,C45663,Pleural sarcomatoid mesothelioma,NA,NA,NA,NA,"Pleural Mesothelioma, Sarcomatoid Type (PLSMESO)",Mesothelioma,Pleura
1070,NCI-H2066,NCI-H2066,CVCL_1520,NCIH2066_1060_2019,C3493,Squamous cell lung carcinoma,NA,NA,NA,NA,Lung Squamous Cell Carcinoma,Non-Small Cell Lung Cancer,Lung
1071,NCI-H2073,NCI-H2073,CVCL_1521,NCIH2073_1061_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1072,NCI-H2081,NCI-H2081,CVCL_1522,NCIH2081_1062_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1073,NCI-H2085,NCI-H2085,CVCL_1523,NCIH2085_1063_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1074,NCI-H2087,NCI-H2087,CVCL_1524,NCIH2087_1064_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1075,NCI-H209,NCI-H209,CVCL_1525,NCIH209_1065_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1076,NCI-H2106,NCI-H2106,CVCL_1526,NCIH2106_1066_2019,C4450,Large cell lung carcinoma,NA,NA,NA,NA,Large Cell Lung Carcinoma,Non-Small Cell Lung Cancer,Lung
1077,NCI-H2107,NCI-H2107,CVCL_1527,NCIH2107_1067_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1078,NCI-H211,NCI-H211,CVCL_1529,NCIH211_1068_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1079,NCI-H2110,NCI-H2110,CVCL_1530,NCIH2110_1069_2019,C2926,Non-small cell lung carcinoma,NA,NA,NA,NA,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,Lung
1080,NCI-H2122,NCI-H2122,CVCL_1531,NCIH2122_1070_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1081,NCI-H2126,NCI-H2126,CVCL_1532,NCIH2126_1071_2019,C4450,Large cell lung carcinoma,NA,NA,NA,NA,Large Cell Lung Carcinoma,Non-Small Cell Lung Cancer,Lung
1082,NCI-H2135,NCI-H2135,CVCL_1533,NCIH2135_1072_2019,C2926,Non-small cell lung carcinoma,NA,NA,NA,NA,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,Lung
1083,NCI-H2141,NCI-H2141,CVCL_1534,NCIH2141_1073_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1084,NCI-H2170,NCI-H2170,CVCL_1535,NCIH2170_1074_2019,C3493,Squamous cell lung carcinoma,NA,NA,NA,NA,Lung Squamous Cell Carcinoma,Non-Small Cell Lung Cancer,Lung
1085,NCI-H2171,NCI-H2171,CVCL_1536,NCIH2171_1075_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1086,NCI-H2172,NCI-H2172,CVCL_1537,NCIH2172_1076_2019,C2926,Non-small cell lung carcinoma,NA,NA,NA,NA,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,Lung
1087,NCI-H2195,NCI-H2195,NA,NA,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1088,NCI-H2196,NCI-H2196,CVCL_1539,NCIH2196_1077_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1089,NCI-H2198,NCI-H2198,CVCL_1540,NCIH2198_1078_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1090,NCI-H220,NCI-H220,CVCL_1541,NCIH220_1079_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1091,NCI-H2227,NCI-H2227,CVCL_1542,NCIH2227_1080_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1092,NCI-H2228,NCI-H2228,CVCL_1543,NCIH2228_1081_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1093,NCI-H226,NCI-H226,CVCL_1544,NCIH226_1082_2019,C45662,Pleural epithelioid mesothelioma,NA,NA,NA,NA,"Pleural Mesothelioma, Epithelioid Type (PLEMESO)",Mesothelioma,Pleura
1094,NCI-H2286,NCI-H2286,CVCL_1545,NCIH2286_1083_2019,C3493,Squamous cell lung carcinoma,NA,NA,NA,NA,Lung Squamous Cell Carcinoma,Non-Small Cell Lung Cancer,Lung
1095,NCI-H2291,NCI-H2291,CVCL_1546,NCIH2291_1084_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1096,NCI-H23,NCI-H23,CVCL_1547,NCIH23_1085_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1097,NCI-H2330,NCI-H2330,NA,NA,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1098,NCI-H2342,NCI-H2342,CVCL_1549,NCIH2342_1086_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1099,NCI-H2347,NCI-H2347,CVCL_1550,NCIH2347_1087_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1100,NCI-H2369,NCI-H2369,CVCL_A532,H2369_420_2019,C7376,Pleural malignant mesothelioma,NA,NA,NA,NA,Pleural Mesothelioma,Mesothelioma,Pleura
1101,NCI-H2373,NCI-H2373,CVCL_A533,H2373_421_2019,C45663,Pleural sarcomatoid mesothelioma,NA,NA,NA,NA,"Pleural Mesothelioma, Sarcomatoid Type (PLSMESO)",Mesothelioma,Pleura
1102,NCI-H2405,NCI-H2405,CVCL_1551,NCIH2405_1090_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1103,NCI-H2444,NCI-H2444,CVCL_1552,NCIH2444_1091_2019,C2926,Non-small cell lung carcinoma,NA,NA,NA,NA,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,Lung
1104,NCI-H2452,NCI-H2452,CVCL_1553,NCIH2452_1092_2019,C45665,Pleural biphasic mesothelioma,NA,NA,NA,NA,"Pleural Mesothelioma, Biphasic Type",Mesothelioma,Pleura
1105,NCI-H2461,NCI-H2461,CVCL_A536,H2461_422_2019,C45662,Pleural epithelioid mesothelioma,NA,NA,NA,NA,"Pleural Mesothelioma, Epithelioid Type (PLEMESO)",Mesothelioma,Pleura
1106,NCI-H250,NCI-H250,CVCL_1554,NCIH250_1094_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1107,NCI-H2591,NCI-H2591,CVCL_A543,H2591_423_2019,C45662,Pleural epithelioid mesothelioma,NA,NA,NA,NA,"Pleural Mesothelioma, Epithelioid Type (PLEMESO)",Mesothelioma,Pleura
1108,NCI-H2595,NCI-H2595,CVCL_A545,H2595_424_2019,C45662,Pleural epithelioid mesothelioma,NA,NA,NA,NA,"Pleural Mesothelioma, Epithelioid Type (PLEMESO)",Mesothelioma,Pleura
1109,NCI-H2596,NCI-H2596,CVCL_A546,NCIH2596_1096_2019,C45663,Pleural sarcomatoid mesothelioma,NA,NA,NA,NA,"Pleural Mesothelioma, Sarcomatoid Type (PLSMESO)",Mesothelioma,Pleura
1110,NCI-H2722,NCI-H2722,CVCL_U994,H2722_425_2019,C7376,Pleural malignant mesothelioma,NA,NA,NA,NA,Pleural Mesothelioma,Mesothelioma,Pleura
1111,NCI-H2731,NCI-H2731,CVCL_U995,H2731_426_2019,C45663,Pleural sarcomatoid mesothelioma,NA,NA,NA,NA,"Pleural Mesothelioma, Sarcomatoid Type (PLSMESO)",Mesothelioma,Pleura
1112,NCI-H2795,NCI-H2795,CVCL_U996,H2795_427_2019,C45662,Pleural epithelioid mesothelioma,NA,NA,NA,NA,"Pleural Mesothelioma, Epithelioid Type (PLEMESO)",Mesothelioma,Pleura
1113,NCI-H28,NCI-H28,CVCL_1555,NCIH28_1099_2019,C45663,Pleural sarcomatoid mesothelioma,NA,NA,NA,NA,"Pleural Mesothelioma, Sarcomatoid Type (PLSMESO)",Mesothelioma,Pleura
1114,NCI-H2803,NCI-H2803,CVCL_U997,H2803_428_2019,C7376,Pleural malignant mesothelioma,NA,NA,NA,NA,Pleural Mesothelioma,Mesothelioma,Pleura
1115,NCI-H2804,NCI-H2804,CVCL_U998,H2804_429_2019,C7376,Pleural malignant mesothelioma,NA,NA,NA,NA,Pleural Mesothelioma,Mesothelioma,Pleura
1116,NCI-H2810,NCI-H2810,CVCL_U999,H2810_430_2019,C45662,Pleural epithelioid mesothelioma,NA,NA,NA,NA,"Pleural Mesothelioma, Epithelioid Type (PLEMESO)",Mesothelioma,Pleura
1117,NCI-H2818,NCI-H2818,CVCL_V000,H2818_431_2019,C45662,Pleural epithelioid mesothelioma,NA,NA,NA,NA,"Pleural Mesothelioma, Epithelioid Type (PLEMESO)",Mesothelioma,Pleura
1118,NCI-H2869,NCI-H2869,CVCL_V001,H2869_432_2019,C45665,Pleural biphasic mesothelioma,NA,NA,NA,NA,"Pleural Mesothelioma, Biphasic Type",Mesothelioma,Pleura
1119,NCI-H290,NCI-H290,CVCL_A555,H290_433_2019,C7376,Pleural malignant mesothelioma,NA,NA,NA,NA,Pleural Mesothelioma,Mesothelioma,Pleura
1120,NCI-H292,NCI-H292,CVCL_0455,NCIH292_1103_2019,C45544,Lung mucoepidermoid carcinoma,NA,NA,NA,NA,Mucoepidermoid Carcinoma of the Lung,Non-Small Cell Lung Cancer,Lung
1121,NCI-H295,NCI-H295,NA,NA,C9325,Adrenal cortex carcinoma,NA,NA,NA,NA,Adrenocortical Carcinoma,Adrenocortical Carcinoma,Adrenal Gland
1122,NCI-H3118,NCI-H3118,CVCL_A464,H3118_434_2019,C5938,Parotid gland mucoepidermoid carcinoma,NA,NA,NA,NA,Mucoepidermoid Carcinoma,Salivary Gland Cancer,Head and Neck
1123,NCI-H3122,NCI-H3122,CVCL_5160,NCIH3122_1104_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1124,NCI-H322,NCI-H322,CVCL_1556,H322T_435_2019,C2923,Minimally invasive lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1125,NCI-H322M,NCI-H322M,CVCL_1557,NCIH322M_1106_2019,C2923,Minimally invasive lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1126,NCI-H3255,NCI-H3255,CVCL_6831,H3255_436_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1127,NCI-H345,NCI-H345,CVCL_1558,NCIH345_1109_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1128,NCI-H358,NCI-H358,CVCL_1559,NCIH358_1110_2019,C2923,Minimally invasive lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1129,NCI-H378,NCI-H378,CVCL_1560,NCIH378_1111_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1130,NCI-H441,NCI-H441,CVCL_1561,NCIH441_1112_2019,C5650,Papillary lung adenocarcinoma,NA,NA,NA,NA,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,Lung
1131,NCI-H446,NCI-H446,CVCL_1562,NCIH446_1113_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1132,NCI-H460,NCI-H460,CVCL_0459,NCIH460_1114_2019,C4450,Large cell lung carcinoma,NA,NA,NA,NA,Large Cell Lung Carcinoma,Non-Small Cell Lung Cancer,Lung
1133,NCI-H508,NCI-H508,CVCL_1564,NCIH508_1115_2019,C5543,Cecum adenocarcinoma,NA,NA,NA,NA,Bowel,"Bowel Cancer, NOS",Bowel
1134,NCI-H510A,NCI-H510A,CVCL_1565,NCIH510A_1116_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1135,NCI-H513,NCI-H513,CVCL_A570,H513_438_2019,C9133,Adenosquamous lung carcinoma,NA,NA,NA,NA,Lung Adenosquamous Carcinoma,Non-Small Cell Lung Cancer,Lung
1136,NCI-H520,NCI-H520,CVCL_1566,NCIH520_1117_2019,C3493,Squamous cell lung carcinoma,NA,NA,NA,NA,Lung Squamous Cell Carcinoma,Non-Small Cell Lung Cancer,Lung
1137,NCI-H522,NCI-H522,CVCL_1567,NCIH522_1118_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1138,NCI-H524,NCI-H524,CVCL_1568,NCIH524_1119_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1139,NCI-H526,NCI-H526,CVCL_1569,NCIH526_1120_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1140,NCI-H596,NCI-H596,CVCL_1571,NCIH596_1121_2019,C9133,Adenosquamous lung carcinoma,NA,NA,NA,NA,Lung Adenosquamous Carcinoma,Non-Small Cell Lung Cancer,Lung
1141,NCI-H630,NA,CVCL_1572,NCIH630_1122_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA
1142,NCI-H64,NCI-H64,CVCL_1573,NCIH64_1123_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1143,NCI-H647,NCI-H647,CVCL_1574,NCIH647_1124_2019,C9133,Adenosquamous lung carcinoma,NA,NA,NA,NA,Lung Adenosquamous Carcinoma,Non-Small Cell Lung Cancer,Lung
1144,NCI-H650,NCI-H650,CVCL_1575,NCIH650_1125_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1145,NCI-H660,NCI-H660,CVCL_1576,NCIH660_1126_2019,C6766,Prostate small cell carcinoma,NA,NA,NA,NA,Prostate Small Cell Carcinoma,Prostate Cancer,Prostate
1146,NCI-H661,NCI-H661,CVCL_1577,NCIH661_1127_2019,C4450,Large cell lung carcinoma,NA,NA,NA,NA,Large Cell Lung Carcinoma,Non-Small Cell Lung Cancer,Lung
1147,NCI-H684,NCI-H684,CVCL_9980,NCIH684_1128_2019,C4349,Colon adenocarcinoma,NA,NA,NA,NA,Colon Adenocarcinoma,Colorectal Cancer,Bowel
1148,NCI-H69,NCI-H69,CVCL_1579,NCIH69_1129_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1149,NCI-H716,NCI-H716,CVCL_1581,NCIH716_1130_2019,C5543,Cecum adenocarcinoma,NA,NA,NA,NA,Bowel,"Bowel Cancer, NOS",Bowel
1150,NCI-H719,NCI-H719,CVCL_1582,NCIH719_1131_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1151,NCI-H720,NCI-H720,CVCL_1583,NCIH720_1132_2019,C4038,Lung carcinoid tumor,NA,NA,NA,NA,Lung Carcinoid,Non-Small Cell Lung Cancer,Lung
