"","X","filename","dir","alias","center_name","accession","broker_name","Cell_line","Tissue_supergroup","Metastatic_Tissue","Primary_Tissue","Tissue_Diagnosis","Age","Age_Unit","Gender","Ethnicity","Growth_Media","Freeze_Media","ENA.CHECKLIST","cellid","batchid"
"EGAN00001188176","EGAN00001188176.sample.xml","EGAN00001188176.sample.xml","EGAD00001000725","636137","GENENTECH","ERS395617","EGA","NCI-H2110","Lung",NA,"Lung","Carcinoma Non-Small Cell",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2110",NA
"EGAN00001188177","EGAN00001188177.sample.xml","EGAN00001188177.sample.xml","EGAD00001000725","635638","GENENTECH","ERS395618","EGA","NCI-H2122","Lung","""Effusion, Pleural""","Lung","Carcinoma Non-Small Cell","46","Years","Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""FBS, 90%; DMSO, 10%""","ERC000026","NCI-H2122",NA
"EGAN00001188178","EGAN00001188178.sample.xml","EGAN00001188178.sample.xml","EGAD00001000725","635639","GENENTECH","ERS395619","EGA","NCI-H2126","Lung","""Effusion, Pleural""","Lung","Carcinoma Non-Small Cell","65","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2126",NA
"EGAN00001188179","EGAN00001188179.sample.xml","EGAN00001188179.sample.xml","EGAD00001000725","636860","GENENTECH","ERS395620","EGA","NCI-H2135","Lung",NA,"Lung","Carcinoma Non-Small Cell",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2135",NA
"EGAN00001188180","EGAN00001188180.sample.xml","EGAN00001188180.sample.xml","EGAD00001000725","636138","GENENTECH","ERS395621","EGA","NCI-H2170","Lung",NA,"Lung","Carcinoma Squamous Cell",NA,NA,"Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""FBS, 90%; DMSO, 10%""","ERC000026","NCI-H2170",NA
"EGAN00001188181","EGAN00001188181.sample.xml","EGAN00001188181.sample.xml","EGAD00001000725","636810","GENENTECH","ERS395622","EGA","NCI-H2171","Lung","""Effusion, Pleural""","Lung","Carcinoma Small Cell","50","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2171",NA
"EGAN00001188182","EGAN00001188182.sample.xml","EGAN00001188182.sample.xml","EGAD00001000725","639173","GENENTECH","ERS395623","EGA","NCI-H2172","Lung",NA,"Lung","Carcinoma Non-Small Cell",NA,NA,"Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2172",NA
"EGAN00001188183","EGAN00001188183.sample.xml","EGAN00001188183.sample.xml","EGAD00001000725","639174","GENENTECH","ERS395624","EGA","NCI-H2196","Lung",NA,"Lung","Carcinoma Small Cell","67","Years","Male","Caucasian","""DMEM:F12, 5% FBS, 0.005 mg/ml insulin, 0.01 mg/ml Transferrin, 30nM Sodium selenite, 10nM Hydrocortisone, 10nM beta-estradiol, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2196",NA
"EGAN00001188184","EGAN00001188184.sample.xml","EGAN00001188184.sample.xml","EGAD00001000725","639175","GENENTECH","ERS395625","EGA","NCI-H2198","Lung",NA,"Lung","Carcinoma Small Cell","67","Years","Male","Caucasian","""DMEM:F12, 5% FBS, 0.005 mg/ml insulin, 0.01 mg/ml Transferrin, 30nM Sodium selenite, 10nM Hydrocortisone, 10nM beta-estradiol, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2198",NA
"EGAN00001188185","EGAN00001188185.sample.xml","EGAN00001188185.sample.xml","EGAD00001000725","635640","GENENTECH","ERS395626","EGA","NCI-H2228","Lung",NA,"Lung","Carcinoma Non-Small Cell",NA,NA,"Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2228",NA
"EGAN00001188186","EGAN00001188186.sample.xml","EGAN00001188186.sample.xml","EGAD00001000725","635641","GENENTECH","ERS395627","EGA","NCI-H226","Lung","Ascites","Lung","Mesothelioma",NA,NA,"Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H226",NA
"EGAN00001188187","EGAN00001188187.sample.xml","EGAN00001188187.sample.xml","EGAD00001000725","587577","GENENTECH","ERS395628","EGA","NCI-H23","Lung",NA,"Lung","Carcinoma Non-Small Cell","51","Years","Male","African","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H23",NA
"EGAN00001188188","EGAN00001188188.sample.xml","EGAN00001188188.sample.xml","EGAD00001000725","636802","GENENTECH","ERS395629","EGA","NCI-H2347","Lung",NA,"Lung","Carcinoma Non-Small Cell","54","Years","Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2347",NA
"EGAN00001188189","EGAN00001188189.sample.xml","EGAN00001188189.sample.xml","EGAD00001000725","636763","GENENTECH","ERS395630","EGA","NCI-H2369","Lung",NA,"Lung","Mesothelioma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2369",NA
"EGAN00001188190","EGAN00001188190.sample.xml","EGAN00001188190.sample.xml","EGAD00001000725","636766","GENENTECH","ERS395631","EGA","NCI-H2373","Lung",NA,"Lung","Mesothelioma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2373",NA
"EGAN00001188191","EGAN00001188191.sample.xml","EGAN00001188191.sample.xml","EGAD00001000725","636767","GENENTECH","ERS395632","EGA","NCI-H2452","Lung",NA,"Lung","Mesothelioma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2452",NA
"EGAN00001188192","EGAN00001188192.sample.xml","EGAN00001188192.sample.xml","EGAD00001000725","636768","GENENTECH","ERS395633","EGA","NCI-H2461","Lung",NA,"Lung","Mesothelioma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2461",NA
"EGAN00001188193","EGAN00001188193.sample.xml","EGAN00001188193.sample.xml","EGAD00001000725","636764","GENENTECH","ERS395634","EGA","NCI-H2595","Lung",NA,"Lung","Mesothelioma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2595",NA
"EGAN00001188194","EGAN00001188194.sample.xml","EGAN00001188194.sample.xml","EGAD00001000725","639189","GENENTECH","ERS395635","EGA","NCI-H2596","Lung",NA,"Lung","Mesothelioma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2596",NA
"EGAN00001188195","EGAN00001188195.sample.xml","EGAN00001188195.sample.xml","EGAD00001000725","636804","GENENTECH","ERS395636","EGA","NCI-H2722","Lung",NA,"Lung","Mesothelioma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2722",NA
"EGAN00001188196","EGAN00001188196.sample.xml","EGAN00001188196.sample.xml","EGAD00001000725","639190","GENENTECH","ERS395637","EGA","NCI-H2795","Lung",NA,"Lung","Mesothelioma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2795",NA
"EGAN00001188197","EGAN00001188197.sample.xml","EGAN00001188197.sample.xml","EGAD00001000725","636765","GENENTECH","ERS395638","EGA","NCI-H28","Other",NA,"Pleura","Mesothelioma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H28",NA
"EGAN00001188198","EGAN00001188198.sample.xml","EGAN00001188198.sample.xml","EGAD00001000725","636803","GENENTECH","ERS395639","EGA","NCI-H2803","Lung",NA,"Lung","Mesothelioma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2803",NA
"EGAN00001188199","EGAN00001188199.sample.xml","EGAN00001188199.sample.xml","EGAD00001000725","636805","GENENTECH","ERS395640","EGA","NCI-H2804","Lung",NA,"Lung","Mesothelioma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2804",NA
"EGAN00001188200","EGAN00001188200.sample.xml","EGAN00001188200.sample.xml","EGAD00001000725","636852","GENENTECH","ERS395641","EGA","NCI-H2810","Lung",NA,"Lung","Mesothelioma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H2810",NA
"EGAN00001188201","EGAN00001188201.sample.xml","EGAN00001188201.sample.xml","EGAD00001000725","635642","GENENTECH","ERS395642","EGA","NCI-H292","Lung",NA,"Lung","Carcinoma Mucoepidermoid","32","Years","Female","African","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H292",NA
"EGAN00001188202","EGAN00001188202.sample.xml","EGAN00001188202.sample.xml","EGAD00001000725","636070","GENENTECH","ERS395643","EGA","NCI-H322T","Lung",NA,"Lung","Carcinoma Non-Small Cell",NA,NA,NA,NA,"RPMI-1640 10% FBS; 2mM L-Glutamine","90% FBS; 10% DMSO","ERC000026","NCI-H322T",NA
"EGAN00001188203","EGAN00001188203.sample.xml","EGAN00001188203.sample.xml","EGAD00001000725","636846","GENENTECH","ERS395644","EGA","NCI-H345","Lung",NA,"Lung","Carcinoma Small Cell","64","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H345",NA
"EGAN00001188204","EGAN00001188204.sample.xml","EGAN00001188204.sample.xml","EGAD00001000725","635643","GENENTECH","ERS395645","EGA","NCI-H358","Lung",NA,"Lung","Carcinoma Non-Small Cell",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H358",NA
"EGAN00001188205","EGAN00001188205.sample.xml","EGAN00001188205.sample.xml","EGAD00001000725","635644","GENENTECH","ERS395646","EGA","NCI-H441","Lung",NA,"Lung","Adenocarcinoma Papillary",NA,NA,"Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H441",NA
"EGAN00001188206","EGAN00001188206.sample.xml","EGAN00001188206.sample.xml","EGAD00001000725","636139","GENENTECH","ERS395647","EGA","NCI-H446","Lung",NA,"Lung","Carcinoma Small Cell","61","Years","Male","Caucasian","""RPMI-1640 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H446",NA
"EGAN00001188207","EGAN00001188207.sample.xml","EGAN00001188207.sample.xml","EGAD00001000725","635645","GENENTECH","ERS395648","EGA","NCI-H460","Lung","""Effusion, Pleural""","Lung","Carcinoma Large Cell",NA,NA,"Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H460",NA
"EGAN00001188208","EGAN00001188208.sample.xml","EGAN00001188208.sample.xml","EGAD00001000725","639176","GENENTECH","ERS395649","EGA","NCI-H510A","Lung",NA,"Lung","Carcinoma Small Cell","56","Years","Male","Caucasian","""F-12K, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H510A",NA
"EGAN00001188209","EGAN00001188209.sample.xml","EGAN00001188209.sample.xml","EGAD00001000725","635646","GENENTECH","ERS395650","EGA","NCI-H520","Lung",NA,"Lung","Carcinoma Squamous Cell",NA,NA,"Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H520",NA
"EGAN00001188210","EGAN00001188210.sample.xml","EGAN00001188210.sample.xml","EGAD00001000725","635974","GENENTECH","ERS395651","EGA","NCI-H522","Lung",NA,"Lung","Carcinoma Non-Small Cell","58","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H522",NA
"EGAN00001188211","EGAN00001188211.sample.xml","EGAN00001188211.sample.xml","EGAD00001000725","635975","GENENTECH","ERS395652","EGA","NCI-H596","Lung",NA,"Lung","Carcinoma Adenosquamous","73","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H596",NA
"EGAN00001188212","EGAN00001188212.sample.xml","EGAN00001188212.sample.xml","EGAD00001000725","635976","GENENTECH","ERS395653","EGA","NCI-H650","Lung","Lymph Node","Lung","Carcinoma Non-Small Cell",NA,NA,"Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H650",NA
"EGAN00001188213","EGAN00001188213.sample.xml","EGAN00001188213.sample.xml","EGAD00001000725","636827","GENENTECH","ERS395654","EGA","NCI-H716","Colo-Rectal",NA,"Cecum","Adenocarcinoma",NA,NA,"Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""FBS, 90%; DMSO, 10%""","ERC000026","NCI-H716",NA
"EGAN00001188214","EGAN00001188214.sample.xml","EGAN00001188214.sample.xml","EGAD00001000725","636071","GENENTECH","ERS395655","EGA","NCI-H727","Lung",NA,"Lung","Tumor Carcinoid","65","Years","Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H727",NA
"EGAN00001188215","EGAN00001188215.sample.xml","EGAN00001188215.sample.xml","EGAD00001000725","636831","GENENTECH","ERS395656","EGA","NCI-H810","Lung",NA,"Lung","Carcinoma Non-Small Cell","51","Years","Male","African","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H810",NA
"EGAN00001188216","EGAN00001188216.sample.xml","EGAN00001188216.sample.xml","EGAD00001000725","636072","GENENTECH","ERS395657","EGA","NCI-H82","Lung",NA,"Lung","Carcinoma Small Cell","40","Years",NA,"Caucasian","""RPMI-1640 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H82",NA
"EGAN00001188217","EGAN00001188217.sample.xml","EGAN00001188217.sample.xml","EGAD00001000725","636812","GENENTECH","ERS395658","EGA","NCI-H820","Lung",NA,"Lung","Adenocarcinoma",NA,NA,"Male","Caucasian","""RPMI-1640 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H820",NA
"EGAN00001188218","EGAN00001188218.sample.xml","EGAN00001188218.sample.xml","EGAD00001000725","639152","GENENTECH","ERS395659","EGA","NCI-H847","Lung",NA,"Lung","Carcinoma Small Cell","63","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H847",NA
"EGAN00001188219","EGAN00001188219.sample.xml","EGAN00001188219.sample.xml","EGAD00001000725","636776","GENENTECH","ERS395660","EGA","NCI-H889","Lung",NA,"Lung","Carcinoma Small Cell",NA,NA,"Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H889",NA
"EGAN00001188220","EGAN00001188220.sample.xml","EGAN00001188220.sample.xml","EGAD00001000725","636884","GENENTECH","ERS395661","EGA","NCI-H920","Lung","Lymph Node","Lung","Carcinoma Non-Small Cell","43","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H920",NA
"EGAN00001188221","EGAN00001188221.sample.xml","EGAN00001188221.sample.xml","EGAD00001000725","635615","GENENTECH","ERS395662","EGA","NCI-H929","Lymphoid",NA,"Bone Marrow","Multiple Myeloma",NA,NA,NA,NA,"""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-H929",NA
"EGAN00001188222","EGAN00001188222.sample.xml","EGAN00001188222.sample.xml","EGAD00001000725","636073","GENENTECH","ERS395663","EGA","NCI-N417","Lung",NA,"Lung","Carcinoma Small Cell",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-N417",NA
"EGAN00001188223","EGAN00001188223.sample.xml","EGAN00001188223.sample.xml","EGAD00001000725","587006","GENENTECH","ERS395664","EGA","NCI-N87","Stomach","Liver","Stomach","Carcinoma",NA,NA,NA,NA,"""RPMI-1640 10% FBS, 2mM L-Gln""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NCI-N87",NA
"EGAN00001188224","EGAN00001188224.sample.xml","EGAN00001188224.sample.xml","EGAD00001000725","636077","GENENTECH","ERS395665","EGA","NIH:OVCAR-3","Ovary",NA,"Ovary","Adenocarcinoma",NA,NA,"Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NIH:OVCAR-3",NA
"EGAN00001188225","EGAN00001188225.sample.xml","EGAN00001188225.sample.xml","EGAD00001000725","636781","GENENTECH","ERS395666","EGA","NTERA-2","Other",NA,"Testis","Carcinoma","22","Years","Male","Caucasian","""McCoys 5A, 15% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NTERA-2",NA
"EGAN00001188226","EGAN00001188226.sample.xml","EGAN00001188226.sample.xml","EGAD00001000725","587625","GENENTECH","ERS395667","EGA","NU-DUL-1","Lymphoid",NA,"Blood","Lymphoma B-cell",NA,NA,NA,NA,"""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NU-DUL-1",NA
"EGAN00001188227","EGAN00001188227.sample.xml","EGAN00001188227.sample.xml","EGAD00001000725","587021","GENENTECH","ERS395668","EGA","NUGC-2","Stomach",NA,"Stomach","Adenocarcinoma","56","Years","Female",NA,"""RPMI-1640, 15% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NUGC-2",NA
"EGAN00001188228","EGAN00001188228.sample.xml","EGAN00001188228.sample.xml","EGAD00001000725","587022","GENENTECH","ERS395669","EGA","NUGC-3","Stomach",NA,"Stomach","Adenocarcinoma","72","Years","Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NUGC-3",NA
"EGAN00001188229","EGAN00001188229.sample.xml","EGAN00001188229.sample.xml","EGAD00001000725","587023","GENENTECH","ERS395670","EGA","NUGC-4","Stomach",NA,"Stomach","Adenocarcinoma","35","Years","Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","NUGC-4",NA
"EGAN00001188230","EGAN00001188230.sample.xml","EGAN00001188230.sample.xml","EGAD00001000725","587675","GENENTECH","ERS395671","EGA","OAW28","Ovary",NA,"Ovary","Cystadenocarcinoma Serous",NA,NA,"Female",NA,"""DMEM, 10% FBS, 2mM Gln, 1mM NaP, 20IU/L Bovine Insulin""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","OAW-28",NA
"EGAN00001188231","EGAN00001188231.sample.xml","EGAN00001188231.sample.xml","EGAD00001000725","587676","GENENTECH","ERS395672","EGA","OAW42","Ovary",NA,"Ovary","Cystadenocarcinoma Serous",NA,NA,NA,NA,"""DMEM, 10% FBS, 2mM Gln, 1mM NaP, 20IU/L Bovine Insulin""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","OAW-42",NA
"EGAN00001188232","EGAN00001188232.sample.xml","EGAN00001188232.sample.xml","EGAD00001000725","587421","GENENTECH","ERS395673","EGA","OCI-AML2","Lymphoid",NA,"Blood","Leukemia Acute Myelogenic",NA,NA,NA,NA,"""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","OCI-AML2",NA
"EGAN00001188233","EGAN00001188233.sample.xml","EGAN00001188233.sample.xml","EGAD00001000725","587422","GENENTECH","ERS395674","EGA","OCI-AML3","Lymphoid",NA,"Blood","Leukemia Acute Myelogenic",NA,NA,NA,NA,"""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","OCI-AML3",NA
"EGAN00001188234","EGAN00001188234.sample.xml","EGAN00001188234.sample.xml","EGAD00001000725","587423","GENENTECH","ERS395675","EGA","OCI-AML5","Lymphoid",NA,"Blood","Leukemia Acute Myelogenic","77","Years","Male",NA,"RPMI-1640 + 10% HI FBS + 2mM L-Glutamine","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","OCI-AML5",NA
"EGAN00001188235","EGAN00001188235.sample.xml","EGAN00001188235.sample.xml","EGAD00001000725","587626","GENENTECH","ERS395676","EGA","OCI-LY-10","Lymphoid",NA,"Lymph Node","Lymphoma B-cell",NA,NA,NA,NA,"""IMDM, 20% Fresh Human Serum, 2mM L-Glutamine, 50 uM 2-Mercaptoethanol""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","OCI-LY10",NA
"EGAN00001188236","EGAN00001188236.sample.xml","EGAN00001188236.sample.xml","EGAD00001000725","587627","GENENTECH","ERS395677","EGA","OCI-LY-19","Lymphoid",NA,"Lymph Node","Lymphoma B-cell","27","Years","Female",NA,"""alpha-MEM, 10% HI FBS, 2mM Glutamine""","""RPMI-1640, 20% HI FBS, 10% DMSO""","ERC000026","OCI-LY-19",NA
"EGAN00001188237","EGAN00001188237.sample.xml","EGAN00001188237.sample.xml","EGAD00001000725","587628","GENENTECH","ERS395678","EGA","OCI-LY-3","Lymphoid",NA,"Lymph Node","Lymphoma B-cell",NA,NA,NA,NA,"""IMDM, 20% Fresh Human Serum, 2mM L-Glutamine, 50 uM 2-Mercaptoethanol""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","OCI-LY3",NA
"EGAN00001188238","EGAN00001188238.sample.xml","EGAN00001188238.sample.xml","EGAD00001000725","587629","GENENTECH","ERS395679","EGA","OCI-LY-7","Lymphoid",NA,"Lymph Node","Lymphoma B-cell",NA,NA,NA,NA,"#N/A","#N/A","ERC000026","OCI-LY-7",NA
"EGAN00001188239","EGAN00001188239.sample.xml","EGAN00001188239.sample.xml","EGAD00001000725","587424","GENENTECH","ERS395680","EGA","OCI-M1","Lymphoid",NA,"Blood","Leukemia Acute Myelogenic",NA,NA,NA,NA,"""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","OCI-M1",NA
