,BHKLAB.DRUGID,SMILES,INCHIKEY,PUBCHEM CID,DATABASE ID,MOLECULE_NAME,TARGET_NAME,DATABASE
6262,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,CHEMBL1201752,Ixabepilone,TUBB6,ChEMBL
6263,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,NA,ixabepilone,TUBB2B,CLUE.IO
6264,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,NA,ixabepilone,TUBA3E,CLUE.IO
6265,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,NA,ixabepilone,TUBA3C,CLUE.IO
6266,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-PVYNADRNSA-N,6445540,NA,ixabepilone,TUBA4A,CLUE.IO
6267,Ixazomib,B(C(CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O,MXAYKZJJDUDWDS-LBPRGKRZSA-N,25183872,NA,NA,NA,NA
6268,JK-184,CCCCCCC1=C(SC2=C1SC(=C2CCCCCC)C3=C4C(=C(S3)C5=CC=C(C=C5)N(C6=CC7=C(C=C6)C8=C(C7(C)C)C=C(C=C8)OCCCCCC)C9=CC1=C(C=C9)C2=C(C1(C)C)C=C(C=C2)OCCCCCC)OCCO4)C=C(C#N)C(=O)O,NFNSIXSJBWNFOO-KZMWYPEZSA-N,102041119,NA,NA,NA,NA
6269,JNJ38877605,CN1C=C(C=N1)C2=NN3C(=NN=C3C(C4=CC5=C(C=C4)N=CC=C5)(F)F)C=C2,JRWCBEOAFGHNNU-UHFFFAOYSA-N,46911863,NA,JNJ-38877605,MET,CLUE.IO
6270,JNJ38877605,CN1C=C(C=N1)C2=NN3C(=NN=C3C(C4=CC5=C(C=C4)N=CC=C5)(F)F)C=C2,JRWCBEOAFGHNNU-UHFFFAOYSA-N,46911863,CHEMBL2133806,Jnj-38877605,MET,ChEMBL
6271,JNK-9L,N#Cc1cc(cc(c1)-c1ccnc(Nc2ccc(cc2)-n2cnc(n2)-c2cccnc2)n1)N1CCOCC1,NA,25222038,NA,NA,NA,NA
6272,JNK Inhibitor VIII,NA,NA,11624601,NA,NA,NA,NA
6273,JQ12,NA,NA,NA,NA,NA,NA,NA
6274,JQ1 compound,CC1=C(SC2=C1C(=NC(C3=NN=C(N32)C)C(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C,DOXYOPGGFSMXOX-GOSISDBHSA-N,71300862,NA,NA,NA,NA
6275,JW-480,NA,NA,57330099,BRD-K99655327,JW-480,NCEH1,CTRPv2
6276,JW-55,NA,NA,2946601,NA,JW-55,TNKS2,CLUE.IO
6277,JW-55,NA,NA,2946601,BRD-K53328210,JW-55,TNKS,CTRPv2
6278,JW-55,NA,NA,2946601,NA,JW-55,TNKS,CLUE.IO
6279,JW-74,NA,NA,NA,NA,JW-74,TNKS,CLUE.IO
6280,JW-74,NA,NA,NA,NA,JW-74,TNKS2,CLUE.IO
6281,JZL-184,C1CN(CCC1C(C2=CC3=C(C=C2)OCO3)(C4=CC5=C(C=C4)OCO5)O)C(=O)OC6=CC=C(C=C6)[N+](=O)[O-],SEGYOKHGGFKMCX-UHFFFAOYSA-N,25021165,NA,JZL-184,MGLL,CLUE.IO
6282,Kaempferol,Oc1ccc(cc1)c2oc3cc(O)cc(O)c3c(=O)c2O,IYRMWMYZSQPJKC-UHFFFAOYSA-N,5280863,NA,kaempferol,ALOX15B,CLUE.IO
6283,Kaempferol,Oc1ccc(cc1)c2oc3cc(O)cc(O)c3c(=O)c2O,IYRMWMYZSQPJKC-UHFFFAOYSA-N,5280863,NA,kaempferol,ALOX5,CLUE.IO
6284,Kaempferol,Oc1ccc(cc1)c2oc3cc(O)cc(O)c3c(=O)c2O,IYRMWMYZSQPJKC-UHFFFAOYSA-N,5280863,NA,kaempferol,AR,CLUE.IO
6285,Kaempferol,Oc1ccc(cc1)c2oc3cc(O)cc(O)c3c(=O)c2O,IYRMWMYZSQPJKC-UHFFFAOYSA-N,5280863,NA,kaempferol,GLO1,CLUE.IO
6286,Kaempferol,Oc1ccc(cc1)c2oc3cc(O)cc(O)c3c(=O)c2O,IYRMWMYZSQPJKC-UHFFFAOYSA-N,5280863,NA,kaempferol,CYP1B1,CLUE.IO
6287,Kaempferol,Oc1ccc(cc1)c2oc3cc(O)cc(O)c3c(=O)c2O,IYRMWMYZSQPJKC-UHFFFAOYSA-N,5280863,NA,kaempferol,AKR1B1,CLUE.IO
6288,Kaempferol,Oc1ccc(cc1)c2oc3cc(O)cc(O)c3c(=O)c2O,IYRMWMYZSQPJKC-UHFFFAOYSA-N,5280863,NA,kaempferol,HSD17B1,CLUE.IO
6289,Kaempferol,Oc1ccc(cc1)c2oc3cc(O)cc(O)c3c(=O)c2O,IYRMWMYZSQPJKC-UHFFFAOYSA-N,5280863,NA,kaempferol,UGT3A1,CLUE.IO
6290,kahalalide F,NA,NA,6436220,NA,NA,NA,NA
6291,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6292,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6293,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,DB01172,Kanamycin,rpsL,DrugBank
6294,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6295,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6296,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6297,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6298,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6299,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6300,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6301,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6302,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6303,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6304,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6305,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6306,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6307,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6308,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6309,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6310,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6311,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6312,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6313,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6314,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6315,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6316,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6317,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6318,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6319,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6320,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6321,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6322,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6323,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6324,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6325,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6326,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6327,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6328,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6329,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6330,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6331,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6332,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6333,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6334,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6335,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6336,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6337,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6338,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6339,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6340,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6341,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6342,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6343,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6344,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6345,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6346,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,6032,CHEMBL1384,Kanamycin,Bacterial 70S ribosome,ChEMBL
6347,Karacoline,CCN1C[C@]2(C)CC[C@H](O)[C@]3([C@@H]4C[C@H]5C(O)[C@@H]4[C@](O)(C[C@@H]5OC)[C@H]6C[C@@H]32)C61,HKQZUYOVMYOFIT-VHNBHZRZSA-N,441742,NA,NA,NA,NA
6348,Kavain,COC1=CC(=O)O[C@H](C1)/C=C/c2ccccc2,XEAQIWGXBXCYFX-GUOLPTJISA-N,5281565,NA,NA,NA,NA
6349,kb NB 142-70,C1CSC2=C(C(=O)N1)SC3=C2C=C(C=C3)O,DHUAGGSHTKPOHU-UHFFFAOYSA-N,45258277,NA,NA,NA,NA
6350,Ketanserin,Fc1ccc(cc1)C(=O)C2CCN(CCn3c(=O)[nH]c4ccccc4c3=O)CC2,FPCCSQOGAWCVBH-UHFFFAOYSA-N,3822,NA,ketanserin,HTR2A,CLUE.IO
