"id","Drug","Synonym"
"26256","Ticlopidine","5-(2-Chlorobenzyl)-4,5,6,7-tetrahydrothieno[3,2-c]pyridine #"
"26257","Ticlopidine","5-[(2-chlorophenyl)methyl]-4,5,6,7-tetrahydrothiopheno[3,2-c]pyridine"
"26258","Tiopronin","tiopronin"
"26259","Tiopronin","1953-02-2"
"26260","Tiopronin","N-(2-Mercaptopropionyl)glycine"
"26261","Tiopronin","Acadione"
"26262","Tiopronin","Captimer"
"26263","Tiopronin","Thiopronine"
"26264","Tiopronin","Mucolysin"
"26265","Tiopronin","Capen"
"26266","Tiopronin","Thiopronin"
"26267","Tiopronin","Epatiol"
"26268","Tiopronin","Thiola"
"26269","Tiopronin","Sutilan"
"26270","Tiopronin","Thiosol"
"26271","Tiopronin","Thiolpropionamidoacetic acid"
"26272","Tiopronin","2-(2-sulfanylpropanoylamino)acetic acid"
"26273","Tiopronin","Tiopronin (Thiola)"
"26274","Tiopronin","Tioglis"
"26275","Tiopronin","Vincol"
"26276","Tiopronin","Glycine, N-(2-mercapto-1-oxopropyl)-"
"26277","Tiopronin","Meprin (detoxicant)"
"26278","Tiopronin","N-(2-Mercapto-1-oxopropyl)glycine"
"26279","Tiopronin","Tiopronine [INN-French]"
"26280","Tiopronin","Tioproninum [INN-Latin]"
"26281","Tiopronin","Tiopronino [INN-Spanish]"
"26282","Tiopronin","(2-Mercaptopropionyl)glycine"
"26283","Tiopronin","CHEMBL1314"
"26284","Tiopronin","Tiopronin [INN:DCF:JAN]"
"26285","Tiopronin","CCRIS 1935"
"26286","Tiopronin","N-(2-mercaptopropanoyl)glycine"
"26287","Tiopronin","CHEBI:32229"
"26288","Tiopronin","A-MERCAPTOPROPIONYL GLYCINE"
"26289","Tiopronin","YTGJWQPHMWSCST-UHFFFAOYSA-N"
"26290","Tiopronin","EINECS 217-778-4"
"26291","Tiopronin","BRN 1859822"
"26292","Tiopronin","NCGC00159422-02"
"26293","Tiopronin","NCGC00159422-04"
"26294","Tiopronin","Tiopronine"
"26295","Tiopronin","GLYCINE, N-(2-MERCAPTOPROPIONYL)-"
"26296","Tiopronin","DSSTox_CID_3678"
"26297","Tiopronin","DSSTox_RID_77142"
"26298","Tiopronin","DSSTox_GSID_23678"
"26299","Tiopronin","CAS-1953-02-2"
"26300","Tiopronin","Tiopronino"
"26301","Tiopronin","Tioproninum"
"26302","Tiopronin","MPG"
"26303","Tiopronin","Thiola (TN)"
"26304","Tiopronin","PubChem15029"
"26305","Tiopronin","Tiopronin (JAN/INN)"
"26306","Tiopronin","2-mercapto-propionylglycine"
"26307","Tiopronin","(2-mercaptopropanoyl)glycine"
"26308","Tiopronin","SCHEMBL19989"
"26309","Tiopronin","MLS006010632"
"26310","Tiopronin","alpha-mercaptopropionyl glycine"
"26311","Tiopronin","N-(2-Sulfanylpropanoyl)glycine"
"26312","Tiopronin","DTXSID4023678"
"26313","Tiopronin","n-(2-mercaptopropionyl) glycine"
"26314","Tiopronin","CTK3I9702"
"26315","Tiopronin","N-(2-mercaptopropanoyl) glycine"
"26316","Tiopronin","Acadione; Capen; Epatiol; Vincol"
"26317","Tiopronin","HMS3264B11"
"26318","Tiopronin","HMS3655L15"
"26319","Tiopronin","Pharmakon1600-01506190"
"26320","Tiopronin","BCP13354"
"26321","Tiopronin","HY-B0373"
"26322","Tiopronin","KS-00000K4D"
"26323","Tiopronin","Tox21_111654"
"26324","Tiopronin","ANW-41587"
"26325","Tiopronin","BDBM50020805"
"26326","Tiopronin","MFCD30157366"
"26327","Tiopronin","NSC760416"
"26328","Tiopronin","s2062"
"26329","Tiopronin","SBB057668"
"26330","Tiopronin","(2-Mercaptopropionylamino)acetic acid"
"26331","Tiopronin","2-(2-Mercaptopropanamido)acetic acid"
"26332","Tiopronin","AKOS015895408"
"26333","Tiopronin","N-(2-Mercaptopropionyl)glycine, 99%"
"26334","Tiopronin","Tox21_111654_1"
"26335","Tiopronin","AC-2087"
"26336","Tiopronin","CCG-214007"
"26337","Tiopronin","CS-2431"
"26338","Tiopronin","DB06823"
"26339","Tiopronin","MCULE-8593628629"
"26340","Tiopronin","NSC-760416"
"26341","Tiopronin","RTR-009081"
"26342","Tiopronin","(2-Mercapto-propionylamino)-acetic acid"
"26343","Tiopronin","NCGC00159422-03"
"26344","Tiopronin","2-(2-sulfanylpropanoylamino)ethanoic acid"
"26345","Tiopronin","AK501603"
"26346","Tiopronin","AS-12522"
"26347","Tiopronin","LS-72720"
"26348","Tiopronin","SC-26620"
"26349","Tiopronin","SMR001550282"
"26350","Tiopronin","SY262996"
"26351","Tiopronin","(S)-2-(2-Mercaptopropanamido)acetic Acid"
"26352","Tiopronin","AB1004812"
"26353","Tiopronin","TR-009081"
"26354","Tiopronin","FT-0603530"
"26355","Tiopronin","FT-0653686"
"26356","Tiopronin","ST51006782"
"26357","Tiopronin","SW219206-1"
"26358","Tiopronin","Tiopronin, VETRANAL(TM), analytical standard"
"26359","Tiopronin","2-[(2-mercapto-1-oxopropyl)amino]acetic acid"
"26360","Tiopronin","C12876"
"26361","Tiopronin","D01430"
"26362","Tiopronin","Glycine, N-(2-mercapto-1-oxopropyl)- (9CI)"
"26363","Tiopronin","AB00376096_02"
"26364","Tiopronin","953T022"
"26365","Tiopronin","A813794"
"26366","Tiopronin","Q414456"
"26367","Tiopronin","SR-01000942263"
"26368","Tiopronin","J-012651"
"26369","Tiopronin","SR-01000942263-1"
"26370","Tiopronin","TIOPRONIN, Dextiopronin, Tiopronin (n-2-mercaptopropionyl glycine)"
"26371","Tiopronin","3625-85-2"
"26372","Promethazine","promethazine"
"26373","Promethazine","Proazamine"
"26374","Promethazine","Diphergan"
"26375","Promethazine","Promethazin"
"26376","Promethazine","60-87-7"
"26377","Promethazine","Phenargan"
"26378","Promethazine","Phensedyl"
"26379","Promethazine","Promazinamide"
"26380","Promethazine","Promezathine"
"26381","Promethazine","Protazine"
"26382","Promethazine","Isophenergan"
"26383","Promethazine","Diprazine"
"26384","Promethazine","Diprozin"
"26385","Promethazine","Fenetazina"
"26386","Promethazine","Histargan"
"26387","Promethazine","Prometazin"
"26388","Promethazine","Prothazin"
"26389","Promethazine","Provigan"
"26390","Promethazine","Thiergan"
"26391","Promethazine","Vallergine"
"26392","Promethazine","Aprobit"
"26393","Promethazine","Avomine"
"26394","Promethazine","Dimapp"
"26395","Promethazine","Fargan"
"26396","Promethazine","Fenazil"
"26397","Promethazine","Hiberna"
"26398","Promethazine","Phargan"
"26399","Promethazine","Procit"
"26400","Promethazine","Prorex"
"26401","Promethazine","Tanidil"
"26402","Promethazine","Promethacon"
"26403","Promethazine","Promethegan"
"26404","Promethazine","Pyrethiazine"
"26405","Promethazine","Lilly 1516"
"26406","Promethazine","Prometazina"
"26407","Promethazine","Atosil"
"26408","Promethazine","Antiallersin"
"26409","Promethazine","Promethazinum"
"26410","Promethazine","Promethiazine"
"26411","Promethazine","Camergan"
"26412","Promethazine","Fenetazine"
"26413","Promethazine","Iergigan"
"26414","Promethazine","Lercigan"
"26415","Promethazine","Phenerzine"
"26416","Promethazine","Pilothia"
"26417","Promethazine","Pilpophen"
"26418","Promethazine","Pipolphene"
"26419","Promethazine","Proazaimine"
"26420","Promethazine","Promacot"
"26421","Promethazine","Promergan"
"26422","Promethazine","Promesan"
"26423","Promethazine","Prometasin"
"26424","Promethazine","Metaryl"
"26425","Promethazine","Pelpica"
"26426","Promethazine","Prometh"
"26427","Promethazine","PromethazineHcl"
"26428","Promethazine","Pyrethia"
"26429","Promethazine","Lilly 01516"
"26430","Promethazine","Phenoject-50"
"26431","Promethazine","SKF 1498"
"26432","Promethazine","(2-Dimethylamino-2-methyl)ethyl-N-dibenzoparathiazine"
"26433","Promethazine","WY 509"
"26434","Promethazine","10-[2-(Dimethylamino)propyl]phenothiazine"
"26435","Promethazine","N-(2'-Dimethylamino-2'-methyl)ethylphenothiazine"
"26436","Promethazine","Pro-50"
"26437","Promethazine","Promethazine [INN:BAN]"
"26438","Promethazine","RP 3277"
"26439","Promethazine","Prothazine"
"26440","Promethazine","Dimethylamino-isopropyl-phenthiazin"
"26441","Promethazine","Prometazina [INN-Spanish]"
"26442","Promethazine","Promethazinum [INN-Latin]"
"26443","Promethazine","N,N,alpha-Trimethyl-10H-phenothiazine-10-ethanamine"
"26444","Promethazine","N-Dimethylamino-2-methylethyl thiodiphenylamine"
"26445","Promethazine","10-(2-Dimethylaminopropyl)phenothiazine"
"26446","Promethazine","A-91033"
"26447","Promethazine","NCI-C60673"
"26448","Promethazine","10-(2-(Dimethylamino)-2-methylethyl)phenothiazine"
"26449","Promethazine","3277 RP"
"26450","Promethazine","CCRIS 7056"
"26451","Promethazine","10-(2-(Dimethylamino)propyl)phenothiazine"
"26452","Promethazine","HSDB 3173"
"26453","Promethazine","Dimethylamino-isopropyl-phenthiazin [German]"
"26454","Promethazine","Phenothiazine, 10-(2-dimethylaminopropyl)-"
"26455","Promethazine","EINECS 200-489-2"
"26456","Promethazine","NSC 30321"
"26457","Promethazine","CHEMBL643"
"26458","Promethazine","BRN 0088554"
"26459","Promethazine","10H-Phenothiazine-10-ethanamine, N,N,alpha-trimethyl-"
"26460","Promethazine","10H-Phenothiazine-10-ethanamine, N,N,.alpha.-trimethyl-"
"26461","Promethazine","CHEBI:8461"
"26462","Promethazine","N,N-dimethyl-1-(10H-phenothiazin-10-yl)propan-2-amine"
"26463","Promethazine","Phenothiazine, 10-[2-(dimethylamino)propyl]-"
"26464","Promethazine","PWWVAXIEGOYWEE-UHFFFAOYSA-N"
"26465","Promethazine","Sominex"
"26466","Promethazine","NSC-30321"
"26467","Promethazine","NCGC00015817-05"
"26468","Promethazine","Prometazine"
"26469","Promethazine","Rumergan"
"26470","Promethazine","Valergine"
"26471","Promethazine","DSSTox_CID_3518"
"26472","Promethazine","DSSTox_RID_77061"
"26473","Promethazine","DSSTox_GSID_23518"
"26474","Promethazine","38878-40-9"
"26475","Promethazine","dimethyl[1-(10H-phenothiazin-10-yl)propan-2-yl]amine"
"26476","Promethazine","N,N-DIMETHYL-1-PHENOTHIAZIN-10-YL-PROPAN-2-AMINE"
"26477","Promethazine","UNII-FF28EJQ494"
"26478","Promethazine","CAS-60-87-7"
"26479","Promethazine","Promethazine (JAN/INN)"
"26480","Promethazine","Phenergan base"
"26481","Promethazine","SR-01000002993"
"26482","Promethazine","FF28EJQ494"
"26483","Promethazine","N,N-dimethyl-1-phenothiazin-10-ylpropan-2-amine"
"26484","Promethazine","Remsed (Salt/Mix)"
"26485","Promethazine","3389 R.p."
"26486","Promethazine","Pyrethia (Salt/Mix)"
"26487","Promethazine","Pipolphen (Salt/Mix)"
"26488","Promethazine","Spectrum_000868"
"26489","Promethazine","Prestwick0_000888"
"26490","Promethazine","Prestwick1_000888"
"26491","Promethazine","Prestwick2_000888"
"26492","Promethazine","Prestwick3_000888"
"26493","Promethazine","Spectrum2_000840"
"26494","Promethazine","Spectrum3_001019"
"26495","Promethazine","Spectrum4_001149"
"26496","Promethazine","Spectrum5_000977"
"26497","Promethazine","(.+/-.)-Promethazine"
"26498","Promethazine","10H-Phenothiazine-10-ethanamine, N,N,alpha-trimethyl-, radical ion(1+)"
"26499","Promethazine","SCHEMBL4700"
"26500","Promethazine","Lopac0_000899"
"26501","Promethazine","Oprea1_758749"
"26502","Promethazine","BSPBio_000676"
"26503","Promethazine","BSPBio_002777"
"26504","Promethazine","KBioGR_001697"
"26505","Promethazine","KBioSS_001348"
"26506","Promethazine","4-27-00-01253 (Beilstein Handbook Reference)"
"26507","Promethazine","DivK1c_000005"
"26508","Promethazine","SPBio_000799"
"26509","Promethazine","SPBio_002895"
"26510","Promethazine","(Dimethylamino-2-propyl-10-phenothiazine hydrochloride"
"26511","Promethazine","BPBio1_000744"
"26512","Promethazine","GTPL7282"
"26513","Promethazine","DTXSID7023518"
"26514","Promethazine","CTK1C4979"
"26515","Promethazine","KBio1_000005"
"26516","Promethazine","KBio2_001348"
"26517","Promethazine","KBio2_003916"
"26518","Promethazine","KBio2_006484"
"26519","Promethazine","KBio3_001997"
"26520","Promethazine","PWWVAXIEGOYWEE-UHFFFAOYSA-"
"26521","Promethazine","EX-A891"
"26522","Promethazine","NINDS_000005"
"26523","Promethazine","HMS2089E08"
"26524","Promethazine","N,N-dimethyl-1-phenothiazin-10-ylpropan-2-amine hydrochloride"
"26525","Promethazine","NSC30321"
"26526","Promethazine","Tox21_110227"
"26527","Promethazine","BDBM50017696"
"26528","Promethazine","LS-264"
"26529","Promethazine","PROMETHAZINE (SEE ALSO PROMETHAZINE HYDROCHLORIDE 58-33-3)"
"26530","Promethazine","AKOS015962127"
"26531","Promethazine","Tox21_110227_1"
"26532","Promethazine","4182 R.p."
"26533","Promethazine","CCG-109848"
"26534","Promethazine","DB01069"
"26535","Promethazine","MCULE-8146430046"
"26536","Promethazine","RP-3277"
"26537","Promethazine","SDCCGSBI-0050874.P005"
"26538","Promethazine","IDI1_000005"
"26539","Promethazine","NCGC00015817-03"
"26540","Promethazine","NCGC00015817-04"
"26541","Promethazine","NCGC00015817-06"
"26542","Promethazine","NCGC00015817-08"
"26543","Promethazine","NCGC00015817-09"
"26544","Promethazine","NCGC00015817-10"
"26545","Promethazine","NCGC00015817-11"
"26546","Promethazine","NCGC00015817-12"
"26547","Promethazine","NCGC00015817-14"
"26548","Promethazine","NCGC00089735-02"
"26549","Promethazine","NCGC00089735-03"
"26550","Promethazine","AC-15939"
"26551","Promethazine","NCI60_001878"
"26552","Promethazine","SBI-0050874.P004"
"26553","Promethazine","AB00053535"
"26554","Promethazine","FT-0700342"
"26555","Promethazine","WLN: T C666 BN ISJ B1Y1&N1&1"
"26556","Promethazine","C07404"
"26557","Promethazine","D00494"
"26558","Promethazine","AB00053535-12"
"26559","Promethazine","AB00053535_13"
"26560","Promethazine","L000495"
"26561","Promethazine","Q422970"
"26562","Promethazine","J-690333"
"26563","Promethazine","10H-Phenothiazine-10-ethanamine,N,.alpha.-trimethyl-"
"26564","Promethazine","SR-01000002993-10"
"26565","Promethazine","N,N-Dimethyl-1-(10H-phenothiazin-10-yl)-2-propanamine"
"26566","Promethazine","N,N-Dimethyl-1-(10H-phenothiazin-10-yl)-2-propanamine #"
"26567","Promethazine","10H-Phenothiazine-10-ethanamine, N,N,alpha-trimethyl- (9CI)"
"26568","Promethazine","InChI=1/C17H20N2S/c1-13(18(2)3)12-19-14-8-4-6-10-16(14)20-17-11-7-5-9-15(17)19/h4-11,13H,12H2,1-3H3"
"26569","Sulpiride","sulpiride"
"26570","Sulpiride","15676-16-1"
"26571","Sulpiride","Sulpyrid"
"26572","Sulpiride","Sulpirid"
"26573","Sulpiride","Aiglonyl"
"26574","Sulpiride","Dolmatil"
"26575","Sulpiride","Dogmatil"
"26576","Sulpiride","Dobren"
"26577","Sulpiride","Guastil"
"26578","Sulpiride","(RS)-(+/-)-sulpiride"
"26579","Sulpiride","(+/-)-Sulpiride"
"26580","Sulpiride","Mirbanil"
"26581","Sulpiride","Misulvan"
"26582","Sulpiride","Sursumid"
"26583","Sulpiride","Abilit"
"26584","Sulpiride","Eglonyl"
"26585","Sulpiride","Meresa"
"26586","Sulpiride","Miradol"
"26587","Sulpiride","Neogama"
"26588","Sulpiride","Omperan"
"26589","Sulpiride","Splotin"
"26590","Sulpiride","Coolspan"
"26591","Sulpiride","Dogmatyl"
"26592","Sulpiride","Psicocen"
"26593","Sulpiride","Pyrkappl"
"26594","Sulpiride","Sernevin"
"26595","Sulpiride","Calmoflorine"
"26596","Sulpiride","Alimoral"
"26597","Sulpiride","Championyl"
"26598","Sulpiride","Darleton"
"26599","Sulpiride","Desmenat"
"26600","Sulpiride","Eusulpid"
"26601","Sulpiride","Fardalan"
"26602","Sulpiride","Isnamide"
"26603","Sulpiride","Kylistro"
"26604","Sulpiride","Lisopiride"
"26605","Sulpiride","Mariastel"
"26606","Sulpiride","Norestran"
"26607","Sulpiride","Ozoderpin"
"26608","Sulpiride","Stamonevrol"
"26609","Sulpiride","Zemorcon"
"26610","Sulpiride","Dresent"
"26611","Sulpiride","Eglonil"
"26612","Sulpiride","Enimon"
"26613","Sulpiride","Equilid"
"26614","Sulpiride","Fidelan"
"26615","Sulpiride","Normum"
"26616","Sulpiride","Nufarol"
"26617","Sulpiride","Omiryl"
"26618","Sulpiride","Restful"
"26619","Sulpiride","Suprium"
"26620","Sulpiride","Valirem"
"26621","Sulpiride","Sulpiridum [INN-Latin]"
"26622","Sulpiride","Sulpirida [INN-Spanish]"
"26623","Sulpiride","Sulpirida"
"26624","Sulpiride","Sulpiridum"
"26625","Sulpiride","N-[(1-ethylpyrrolidin-2-yl)methyl]-2-methoxy-5-sulfamoylbenzamide"
"26626","Sulpiride","dl-sulpiride"
"26627","Sulpiride","RD 1403"
"26628","Sulpiride","Levosulpiridum [INN-Latin]"
"26629","Sulpiride","Levosulpirida [INN-Spanish]"
"26630","Sulpiride","N-((1-Ethyl-2-pyrrolidinyl)methyl)-5-sulfamoyl-o-anisamide"
"26631","Sulpiride","CCRIS 4248"
"26632","Sulpiride","C15H23N3O4S"
"26633","Sulpiride","N-((1-Ethyl-2-pyrrolidinyl)methyl)-2-methoxy-5-sulfamoylbenzamide"
"26634","Sulpiride","R.D. 1403"
"26635","Sulpiride","Sulpiride [USAN:INN:BAN:JAN]"
"26636","Sulpiride","5-(Aminosulfonyl)-N-((1-ethyl-2-pyrrolidinyl)methyl)-2-methoxybenzamide"
"26637","Sulpiride","CHEMBL26"
"26638","Sulpiride","EINECS 239-753-7"
"26639","Sulpiride","Levosulpiride [INN]"
"26640","Sulpiride","BRN 0494008"
"26641","Sulpiride","Benzamide, 5-(aminosulfonyl)-N-[(1-ethyl-2-pyrrolidinyl)methyl]-2-methoxy-"
"26642","Sulpiride","Sulpitil"
"26643","Sulpiride","CHEBI:32168"
"26644","Sulpiride","BGRJTUBHPOOWDU-UHFFFAOYSA-N"
"26645","Sulpiride","Benzamide, 5-(aminosulfonyl)-N-((1-ethyl-2-pyrrolidinyl)methyl)-2-methoxy-"
"26646","Sulpiride","Synedil"
"26647","Sulpiride","o-Anisamide, N-((1-ethyl-2-pyrrolidinyl)methyl)-5-sulfamoyl-"
"26648","Sulpiride","N-[(1-ethylpyrrolidin-2-yl)methyl]-2-methoxy-5-sulfamoyl-benzamide"
"26649","Sulpiride","Sulpiride-R"
"26650","Sulpiride","Pyrikappl"
"26651","Sulpiride","Sulperide"
"26652","Sulpiride","Sulpor"
"26653","Sulpiride","(+)-N-[(1-Ethylpyrrolidin-2-yl)methyl]-2-methoxy-5-sulfamoyl-benzamide"
"26654","Sulpiride","SMR000038923"
"26655","Sulpiride","SULPIRIDE,(+)"
"26656","Sulpiride","SR-01000075402"
"26657","Sulpiride","L-Sulpiride"
"26658","Sulpiride","(y)-Sulpiride"
"26659","Sulpiride","Sulpiride, SLP"
"26660","Sulpiride","(plusmn)-sulpiride"
"26661","Sulpiride","Dogmatyl (TN)"
"26662","Sulpiride","Magnetic resonance imaging sulpiride"
"26663","Sulpiride","(?)-Sulpiride"
"26664","Sulpiride","Prestwick_431"
"26665","Sulpiride","(+-)-sulpiride"
"26666","Sulpiride","CAS-15676-16-1"
"26667","Sulpiride","PubChem17241"
"26668","Sulpiride","(.+/-.)-Sulpiride"
"26669","Sulpiride","Prestwick0_000056"
"26670","Sulpiride","Prestwick1_000056"
"26671","Sulpiride","Prestwick2_000056"
"26672","Sulpiride","Prestwick3_000056"
"26673","Sulpiride","SULPIRIDE,(-)"
"26674","Sulpiride","Biomol-NT_000037"
"26675","Sulpiride","Biomol-NT_000162"
"26676","Sulpiride","SCHEMBL8421"
"26677","Sulpiride","DSSTox_CID_22574"
"26678","Sulpiride","DSSTox_RID_80050"
"26679","Sulpiride","DSSTox_GSID_42574"
"26680","Sulpiride","Lopac0_001050"
"26681","Sulpiride","Oprea1_602476"
"26682","Sulpiride","BSPBio_000211"
"26683","Sulpiride","5-22-08-00105 (Beilstein Handbook Reference)"
"26684","Sulpiride","MLS000069434"
"26685","Sulpiride","MLS001306443"
"26686","Sulpiride","DivK1c_000278"
"26687","Sulpiride","SPBio_002132"
"26688","Sulpiride","BPBio1_000233"
"26689","Sulpiride","BPBio1_000463"
"26690","Sulpiride","BPBio1_001255"
"26691","Sulpiride","CCRIS-4248"
"26692","Sulpiride","GTPL5501"
"26693","Sulpiride","Sulpiride (JP17/USAN/INN)"
"26694","Sulpiride","DTXSID1042574"
"26695","Sulpiride","BDBM11638"
"26696","Sulpiride","CTK8F2082"
"26697","Sulpiride","HMS500N20"
"26698","Sulpiride","KBio1_000278"
"26699","Sulpiride","KS-00000YBQ"
"26700","Sulpiride","N05AL01"
"26701","Sulpiride","Benzamide, N-((1-ethyl-2-pyrrolidinyl)methyl)-2-methoxy-5-sulfamoyl-, S-(-)-"
"26702","Sulpiride","NINDS_000278"
"26703","Sulpiride","o-ANISAMIDE, N-((1-ETHYL-2-PYRROLIDINYL)METHYL)-5-SULFAMOYL-, (S)-(-)-"
"26704","Sulpiride","Sulpiride 1.0 mg/ml in Methanol"
"26705","Sulpiride","HMS1568K13"
"26706","Sulpiride","HMS2095K13"
"26707","Sulpiride","HMS2231K07"
"26708","Sulpiride","HMS3263A22"
"26709","Sulpiride","HMS3266P12"
"26710","Sulpiride","HMS3371P16"
"26711","Sulpiride","HMS3372O01"
"26712","Sulpiride","HMS3393A08"
"26713","Sulpiride","HMS3411D18"
"26714","Sulpiride","HMS3651G12"
"26715","Sulpiride","HMS3675D18"
"26716","Sulpiride","HMS3712K13"
"26717","Sulpiride","BCP04500"
"26718","Sulpiride","BCP13871"
"26719","Sulpiride","HY-B1019"
"26720","Sulpiride","STR09321"
"26721","Sulpiride","( inverted question mark)-Sulpiride"
"26722","Sulpiride","Tox21_302205"
"26723","Sulpiride","Tox21_501050"
"26724","Sulpiride","MFCD00055061"
"26725","Sulpiride","s4655"
"26726","Sulpiride","STK368596"
"26727","Sulpiride","5-(Aminosufonyl)-N-[(1-ethyl-2-pyrrolidinyl)methyl]-2-methoxybenzamide"
"26728","Sulpiride","AKOS004912732"
"26729","Sulpiride","CCG-205127"
"26730","Sulpiride","CS-4534"
"26731","Sulpiride","DB00391"
"26732","Sulpiride","LP01050"
"26733","Sulpiride","MCULE-7506797476"
"26734","Sulpiride","RD-1403"
"26735","Sulpiride","SDCCGSBI-0051020.P002"
"26736","Sulpiride","IDI1_000278"
"26737","Sulpiride","NCGC00015966-03"
"26738","Sulpiride","NCGC00015966-04"
"26739","Sulpiride","NCGC00015966-05"
"26740","Sulpiride","NCGC00015966-06"
"26741","Sulpiride","NCGC00015966-07"
"26742","Sulpiride","NCGC00015966-08"
"26743","Sulpiride","NCGC00024852-02"
"26744","Sulpiride","NCGC00024852-03"
"26745","Sulpiride","NCGC00024852-04"
"26746","Sulpiride","NCGC00024852-05"
"26747","Sulpiride","NCGC00255813-01"
"26748","Sulpiride","NCGC00261735-01"
"26749","Sulpiride","AC-12181"
"26750","Sulpiride","AK163543"
"26751","Sulpiride","LS-20058"
"26752","Sulpiride","LS-20059"
"26753","Sulpiride","AB0105833"
"26754","Sulpiride","DB-046215"
"26755","Sulpiride","EU-0001755"
"26756","Sulpiride","EU-0101050"
"26757","Sulpiride","FT-0652244"
"26758","Sulpiride","R. D. 1403"
