,unique.cellid,CGP.cellid,CCLE.cellid,GSK.cellid,NCI60.cellid,GRAY.cellid,GNE.cellid,CTRP.cellid,CGP_EMTAB3610.cellid,GDSC_rnaseq.cellid,CCLE_exome.cellid,CCLE_rnaseq.cellid,GDSC.SNP.cellid,Ben_Neel.cellid,CTRPv2.cellid,gCSI.cellid,GDSC1000.cellid,CGP.tissueid,CCLE.tissueid,GSK.tissueid,NCI60.tissueid,GRAY.tissueid,GNE.tissueid,CTRP.tissueid,CGP_EMTAB3610.tissueid,CCLE_rnaseq.tissueid,GDSC.SNP.tissueid,Cescon.cellid,Ben_Neel.tissueid,COSMIC.tissueid,unique.tissueid,CTRPv2.tissueid,gCSI.tissueid,GDSC1000.tissueid,Cleveland.cellid,Cleveland.tissueid,FIMM.cellid,FIMM.tissueid,Cellosaurus.Accession.id,PharmacoDB.id,GDSC_Exome.cellid,unique.tissueid.fromstudies,Cellosaurus.Disease.Type,CellLine.Type,Metastatic,DepMap.cellid
988,JMSU-1,NA,JMSU-1,NA,NA,NA,NA,NA,NA,NA,JMSU-1,JMSU-1,NA,NA,JMSU1,NA,NA,NA,urinary_tract,NA,NA,NA,NA,NA,NA,urinary_tract,NA,NA,NA,urinary_tract,Bladder/Urinary Tract,urinary_tract,NA,NA,JMSU1,urinary_tract,NA,NA,CVCL_2081,JMSU1_710_2019,NA,urinary_tract,Bladder carcinoma,Cancer cell line,TRUE,ACH-000753
989,Jurkat E6.1,NA,JURKAT,NA,NA,NA,"Jurkat, Clone E6-1",NA,NA,NA,JURKAT,JURKAT,Jurkat,NA,NA,"Jurkat, Clone E6-1",NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,Blood,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,Lymphoid,NA,NA,NA,NA,NA,NA,NA,CVCL_0367,"Jurkat,CloneE61_713_2019",NA,haematopoietic_and_lymphoid_tissue,Childhood T acute lymphoblastic leukemia,Cancer cell line,NA,NA
990,JURL-MK1,NA,JURL-MK1,NA,NA,NA,NA,NA,JURL-MK1,NA,JURL-MK1,JURL-MK1,JURL-MK1,NA,JURLMK1,NA,JURL-MK1,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,Blood,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Myeloid,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,CVCL_2086,JURLMK1_714_2019,JURL-MK1,haematopoietic_and_lymphoid_tissue,"Chronic myelogenous leukemia, BCR-ABL1 positive",Cancer cell line,NA,ACH-000326
991,K029AX,NA,K029AX,NA,NA,NA,NA,NA,NA,NA,K029AX,K029AX,NA,NA,K029AX,NA,NA,NA,skin,NA,NA,NA,NA,NA,NA,skin,NA,NA,NA,NA,Skin,skin,NA,NA,K029AX,skin,NA,NA,CVCL_8784,K029AX_718_2019,NA,skin,Cutaneous melanoma,Cancer cell line,NA,ACH-000404
992,Karpas-620,NA,KARPAS-620,NA,NA,NA,KARPAS-620,NA,KARPAS-620,KARPAS-620,KARPAS-620,KARPAS-620,KARPAS-620,NA,KARPAS620,KARPAS-620,KARPAS-620,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,Blood,NA,Blood,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Lymphoid,haematopoietic_and_lymphoid_tissue,Blood,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,CVCL_1823,KARPAS620_732_2019,KARPAS-620,haematopoietic_and_lymphoid_tissue,Plasma cell myeloma,Cancer cell line,NA,ACH-000193
993,Kasumi-2,NA,KASUMI-2,KASUMI2,NA,NA,NA,NA,NA,NA,KASUMI-2,KASUMI-2,NA,NA,KASUMI2,NA,NA,NA,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Lymphoid,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,CVCL_0590,KASUMI2_734_2019,NA,haematopoietic_and_lymphoid_tissue,B acute lymphoblastic leukemia with t(1,Cancer cell line,NA,ACH-000728
994,Kasumi-6,NA,Kasumi-6,NA,NA,NA,NA,NA,NA,NA,Kasumi-6,Kasumi-6,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,Myeloid,NA,NA,NA,NA,NA,NA,NA,CVCL_0614,Kasumi6_736_2019,NA,haematopoietic_and_lymphoid_tissue,Adult acute myeloid leukemia,Cancer cell line,NA,ACH-000166
995,KCI-MOH1,NA,KCI-MOH1,NA,NA,NA,KCI-MOH1,NA,NA,NA,NA,NA,NA,NA,NA,KCI-MOH1,NA,NA,pancreas,NA,NA,NA,Pancreas,NA,NA,NA,NA,NA,NA,NA,Pancreas,NA,Pancreas,NA,NA,NA,NA,NA,CVCL_2090,KCIMOH1_738_2019,NA,pancreas,Pancreatic adenocarcinoma,Cancer cell line,NA,ACH-001098
996,KCL-22,NA,KCL-22,NA,NA,NA,NA,NA,KCL-22,NA,KCL-22,KCL-22,KCL-22,NA,KCL22,NA,KCL-22,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,Blood,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Myeloid,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,CVCL_2091,KCL22_739_2019,KCL-22,haematopoietic_and_lymphoid_tissue,"Chronic myelogenous leukemia, BCR-ABL1 positive",Cancer cell line,NA,ACH-000983
997,KE-39,NA,KE-39,NA,NA,NA,NA,NA,NA,NA,KE-39,KE-39,NA,NA,KE39,KE-39,NA,NA,stomach,NA,NA,NA,NA,NA,NA,stomach,NA,NA,NA,NA,Esophagus/Stomach,stomach,Stomach,NA,KE39,stomach,NA,NA,CVCL_3385,KE39_741_2019,NA,stomach,Gastric adenocarcinoma,Cancer cell line,TRUE,ACH-000507
998,KE-97,NA,KE-97,NA,NA,NA,NA,KE97,NA,NA,KE-97,KE-97,NA,NA,KE97,KE-97,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,HEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,Lymphoid,haematopoietic_and_lymphoid_tissue,Stomach,NA,NA,NA,NA,NA,CVCL_3386,KE97_742_2019,NA,haematopoietic_and_lymphoid_tissue,NA,Transformed cell line,NA,ACH-000167
999,KG-1-C,NA,KG-1-C,NA,NA,NA,NA,NA,NA,NA,KG-1-C,KG-1-C,NA,NA,KG1C,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,central_nervous_system,CNS/Brain,central_nervous_system,NA,central_nervous_system,NA,NA,NA,NA,CVCL_2971,KG1C_745_2019,NA,central_nervous_system,Oligodendroglioma,Cancer cell line,NA,ACH-000126
1000,KHM-1B,NA,KHM-1B,NA,NA,NA,KHM-1B,NA,NA,NA,KHM-1B,KHM-1B,NA,NA,KHM1B,KHM-1B,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,Blood,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Lymphoid,haematopoietic_and_lymphoid_tissue,Blood,NA,NA,NA,NA,NA,CVCL_2972,KHM1B_747_2019,NA,haematopoietic_and_lymphoid_tissue,Plasma cell myeloma,Cancer cell line,NA,ACH-000564
1001,Ki-JK,NA,Ki-JK,NA,NA,NA,NA,NA,NA,NA,Ki-JK,Ki-JK,NA,NA,KIJK,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,Lymphoid,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,CVCL_2093,KiJK_748_2019,NA,haematopoietic_and_lymphoid_tissue,Anaplastic large cell lymphoma,Cancer cell line,NA,ACH-000773
1002,KLM-1,NA,KLM-1,NA,NA,NA,KLM-1,NA,NA,NA,NA,NA,NA,NA,NA,KLM-1,NA,NA,pancreas,NA,NA,NA,Pancreas,NA,NA,NA,NA,NA,NA,NA,Pancreas,NA,NA,NA,NA,NA,NA,NA,CVCL_5146,KLM1_751_2019,NA,pancreas,Pancreatic ductal adenocarcinoma,Cancer cell line,TRUE,ACH-001101
1003,KMBC-2,NA,KMBC-2,NA,NA,NA,NA,KMBC2,NA,NA,KMBC-2,KMBC-2,NA,NA,KMBC2,NA,NA,NA,urinary_tract,NA,NA,NA,NA,URINARY_TRACT,NA,urinary_tract,NA,NA,NA,NA,Bladder/Urinary Tract,urinary_tract,NA,NA,KMBC2,urinary_tract,NA,NA,CVCL_2977,KMBC2_754_2019,NA,urinary_tract,Bladder carcinoma,Cancer cell line,NA,ACH-000862
1004,KMM-1,NA,KMM-1,NA,NA,NA,KMM-1,NA,NA,NA,KMM-1,KMM-1,NA,NA,KMM1,KMM-1,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,Blood,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Lymphoid,haematopoietic_and_lymphoid_tissue,Blood,NA,NA,NA,NA,NA,CVCL_2981,KMM1_756_2019,NA,haematopoietic_and_lymphoid_tissue,Plasma cell myeloma,Cancer cell line,NA,ACH-000889
1005,KMRC-1,NA,KMRC-1,NA,NA,NA,NA,NA,KMRC-1,NA,KMRC-1,KMRC-1,KMRC-1,NA,KMRC1,KMRC-1,KMRC-1,NA,kidney,NA,NA,NA,NA,NA,Kidney,kidney,NA,NA,NA,kidney,Kidney,kidney,Kidney,kidney,KMRC1,kidney,NA,NA,CVCL_2983,KMRC1_758_2019,KMRC-1,kidney,Clear cell renal cell carcinoma,Cancer cell line,NA,ACH-000684
1006,KMRC-2,NA,KMRC-2,NA,NA,NA,NA,NA,NA,NA,KMRC-2,KMRC-2,NA,NA,KMRC2,NA,NA,NA,kidney,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,Kidney,kidney,NA,NA,KMRC2,kidney,NA,NA,CVCL_2984,KMRC2_759_2019,NA,kidney,Clear cell renal cell carcinoma,Cancer cell line,NA,ACH-000709
1007,KMRC-20,NA,KMRC-20,NA,NA,NA,NA,NA,KMRC-20,NA,KMRC-20,KMRC-20,KMRC-20,NA,KMRC20,KMRC-20,KMRC-20,NA,kidney,NA,NA,NA,NA,NA,Kidney,kidney,NA,NA,NA,kidney,Kidney,kidney,NA,kidney,NA,NA,NA,NA,CVCL_2986,KMRC20_760_2019,KMRC-20,kidney,Clear cell renal cell carcinoma,Cancer cell line,NA,ACH-000250
1008,KMRC-3,NA,KMRC-3,NA,NA,NA,NA,NA,NA,NA,KMRC-3,KMRC-3,NA,NA,KMRC3,NA,NA,NA,kidney,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,Kidney,kidney,NA,NA,KMRC3,kidney,NA,NA,CVCL_2985,KMRC3_761_2019,NA,kidney,Clear cell renal cell carcinoma,Cancer cell line,NA,ACH-000313
1009,KMS-11,NA,KMS-11,NA,NA,NA,KMS-11,KMS11,KMS-11,NA,KMS-11,KMS-11,KMS-11,NA,KMS11,KMS-11,KMS-11,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,Blood,HEMATOPOIETIC_AND_LYMPHOID_TISSUE,pleural effusion,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Lymphoid,haematopoietic_and_lymphoid_tissue,Blood,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,CVCL_2989,KMS11_762_2019,KMS-11,haematopoietic_and_lymphoid_tissue,Plasma cell myeloma,Cancer cell line,NA,ACH-000714
1010,KMS-18,NA,KMS-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KMS18,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Lymphoid,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,CVCL_A637,KMS18_765_2019,NA,haematopoietic_and_lymphoid_tissue,Plasma cell myeloma,Cancer cell line,NA,ACH-000658
1011,KMS-20,NA,KMS-20,NA,NA,NA,NA,NA,NA,NA,KMS-20,KMS-20,NA,NA,KMS20,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Lymphoid,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,CVCL_2990,KMS20_766_2019,NA,haematopoietic_and_lymphoid_tissue,Plasma cell myeloma,Cancer cell line,NA,ACH-000426
1012,KMS-21-BM,NA,KMS-21BM,NA,NA,NA,KMS-21BM,NA,NA,NA,KMS-21BM,KMS-21BM,NA,NA,KMS21BM,KMS-21BM,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,Blood,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,Other,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,CVCL_2991,KMS21BM_767_2019,NA,haematopoietic_and_lymphoid_tissue,NA,Undefined cell line type,NA,ACH-000598
1013,KMS-26,NA,KMS-26,NA,NA,NA,KMS-26,NA,NA,NA,KMS-26,KMS-26,NA,NA,KMS26,KMS-26,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,Blood,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Lymphoid,haematopoietic_and_lymphoid_tissue,Blood,NA,NA,NA,NA,NA,CVCL_2992,KMS26_768_2019,NA,haematopoietic_and_lymphoid_tissue,Plasma cell myeloma,Cancer cell line,NA,ACH-000588
1014,KMS-27,NA,KMS-27,NA,NA,NA,KMS-27,NA,NA,NA,KMS-27,KMS-27,NA,NA,KMS27,KMS-27,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,Blood,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,Lymphoid,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,CVCL_2993,KMS27_769_2019,NA,haematopoietic_and_lymphoid_tissue,Plasma cell myeloma,Cancer cell line,NA,ACH-000576
1015,KMS-28BM,NA,KMS-28BM,NA,NA,NA,KMS-28BM,NA,NA,NA,KMS-28BM,KMS-28BM,NA,NA,KMS28BM,KMS-28BM,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,Blood,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Lymphoid,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,CVCL_2994,KMS28BM_770_2019,NA,haematopoietic_and_lymphoid_tissue,Plasma cell myeloma,Cancer cell line,NA,ACH-000419
1016,KMS-34,NA,KMS-34,NA,NA,NA,KMS-34,NA,NA,NA,KMS-34,KMS-34,NA,NA,KMS34,KMS-34,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,Blood,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Lymphoid,haematopoietic_and_lymphoid_tissue,Blood,NA,NA,NA,NA,NA,CVCL_2996,KMS34_772_2019,NA,haematopoietic_and_lymphoid_tissue,Plasma cell myeloma,Cancer cell line,NA,ACH-000541
1017,KNS-60,NA,KNS-60,NA,NA,NA,NA,NA,NA,NA,KNS-60,KNS-60,NA,NA,KNS60,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,central_nervous_system,CNS/Brain,central_nervous_system,NA,NA,KNS60,central_nervous_system,NA,NA,CVCL_2798,KNS60_774_2019,NA,central_nervous_system,Glioblastoma,Cancer cell line,NA,ACH-000445
1018,KOPN-8,NA,KOPN-8,NA,NA,NA,NA,NA,KOPN-8,NA,KOPN-8,KOPN-8,KOPN-8,NA,NA,NA,KOPN-8,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,Blood,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Lymphoid,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,CVCL_1866,KOPN8_779_2019,KOPN-8,haematopoietic_and_lymphoid_tissue,Childhood B acute lymphoblastic leukemia,Cancer cell line,NA,ACH-001106
1019,KP-1N,NA,KP-1N,NA,NA,NA,NA,NA,KP-1N,KP-1N,NA,NA,KP-1N,NA,NA,NA,KP-1N,NA,pancreas,NA,NA,NA,NA,NA,Pancreas,NA,NA,NA,NA,pancreas,Pancreas,NA,NA,pancreas,NA,NA,NA,NA,CVCL_3002,KP1N_781_2019,KP-1N,pancreas,Pancreatic ductal adenocarcinoma,Cancer cell line,NA,ACH-001107
1020,KP-1NL,NA,KP-1NL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pancreas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pancreas,NA,NA,NA,NA,NA,NA,NA,CVCL_3003,KP1NL_782_2019,NA,pancreas,Pancreatic ductal adenocarcinoma,Cancer cell line,NA,ACH-001108
1021,KP-2,NA,KP-2,NA,NA,NA,KP-2,NA,KP-2,NA,KP-2,KP-2,KP-2,NA,KP2,KP-2,KP-2,NA,pancreas,NA,NA,NA,Pancreas,NA,pancreas,pancreas,NA,NA,NA,pancreas,Pancreas,pancreas,NA,pancreas,KP2,pancreas,NA,NA,CVCL_3004,KP2_783_2019,KP-2,pancreas,Pancreatic carcinoma,Cancer cell line,NA,ACH-000281
1022,KP-3,NA,KP-3,NA,NA,NA,KP-3,KP3,KP-3,NA,KP-3,KP-3,KP-3,NA,KP3,KP-3,KP-3,NA,pancreas,NA,NA,NA,Pancreas,PANCREAS,Pancreas,pancreas,NA,NA,NA,pancreas,Pancreas,pancreas,Pancreas,pancreas,KP3,pancreas,NA,NA,CVCL_3005,KP3_784_2019,KP-3,pancreas,Pancreatic adenosquamous carcinoma,Cancer cell line,TRUE,ACH-000108
1023,KPL-1,NA,KPL-1,KPL1,NA,NA,KPL-1,NA,NA,NA,KPL-1,KPL-1,NA,kpl1,KPL1,KPL-1,NA,NA,breast,breast,NA,NA,Breast,NA,NA,breast,NA,15-kpl1///KPL1///KPL-1,breast,breast,Breast,breast,NA,NA,NA,NA,NA,NA,CVCL_2094,KPL1_790_2019,NA,breast,"Invasive ductal carcinoma, not otherwise specified",Cancer cell line,TRUE,ACH-000028
1024,KYM-1,NA,KYM-1,NA,NA,NA,NA,NA,KYM-1,NA,KYM-1,KYM-1,KYM-1,NA,KYM1,NA,KYM-1,NA,soft_tissue,NA,NA,NA,NA,NA,Muscle,soft_tissue,NA,NA,NA,soft_tissue,Soft Tissue,soft_tissue,NA,soft_tissue,KYM1,soft_tissue,NA,NA,CVCL_3007,KYM1_799_2019,KYM-1,soft_tissue,Alveolar rhabdomyosarcoma,Cancer cell line,NA,ACH-000607
1025,KYO-1,NA,KYO-1,NA,NA,NA,NA,NA,NA,NA,KYO-1,KYO-1,NA,NA,KYO1,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Myeloid,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,CVCL_2095,KYO1_800_2019,NA,haematopoietic_and_lymphoid_tissue,"Chronic myelogenous leukemia, BCR-ABL1 positive",Cancer cell line,NA,ACH-000604
1026,KYSE-30,NA,KYSE-30,KYSE30,NA,NA,KYSE-30,NA,NA,NA,KYSE-30,KYSE-30,KYSE-30,NA,KYSE30,KYSE-30,NA,NA,oesophagus,esophagus,NA,NA,Esophagus,NA,NA,oesophagus,NA,NA,NA,oesophagus,Esophagus/Stomach,oesophagus,Esophagus,oesophagus,KYSE30,oesophagus,NA,NA,CVCL_1351,KYSE30_806_2019,NA,oesophagus,Esophageal squamous cell carcinoma,Cancer cell line,NA,ACH-000777
1027,L-1236,NA,L-1236,NA,NA,NA,NA,NA,L-1236,NA,L-1236,L-1236,L-1236,NA,L1236,NA,L-1236,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,Blood,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Lymphoid,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,CVCL_2096,L1236_813_2019,L-1236,haematopoietic_and_lymphoid_tissue,Hodgkin lymphoma,Cancer cell line,NA,ACH-000702
1028,L3.3,NA,L3.3,NA,NA,NA,NA,NA,NA,NA,L3,L3.3,NA,NA,L33,NA,NA,NA,pancreas,NA,NA,NA,NA,NA,NA,pancreas,NA,NA,NA,NA,Pancreas,pancreas,NA,NA,L33,pancreas,NA,NA,CVCL_8147,L3.3_817_2019,NA,pancreas,Pancreatic adenosquamous carcinoma,Cancer cell line,TRUE,ACH-000685
1029,LC-1/sq-SF,NA,LC-1/sq-SF,NA,NA,NA,NA,LC1SQSF,NA,NA,NA,NA,NA,NA,LC1SQSF,NA,NA,NA,lung,NA,NA,NA,NA,LUNG,NA,NA,NA,NA,NA,NA,Lung,lung,NA,NA,LC1SQSF,NA,NA,NA,CVCL_5480,LC1/sqSF_829_2019,NA,lung,Squamous cell lung carcinoma,Cancer cell line,NA,ACH-001113
1030,Li-7,NA,Li-7,NA,NA,NA,NA,NA,NA,NA,Li-7,Li-7,NA,NA,LI7,Li-7,NA,NA,liver,NA,NA,NA,NA,NA,NA,liver,NA,NA,NA,NA,Liver,liver,NA,NA,LI7,liver,NA,NA,CVCL_3840,Li7_835_2019,NA,liver,Hepatocellular carcinoma,Cancer cell line,NA,ACH-000471
1031,LMSU,NA,LMSU,NA,NA,NA,NA,NA,NA,NA,LMSU,LMSU,NA,NA,LMSU,NA,NA,NA,stomach,NA,NA,NA,NA,NA,NA,stomach,NA,NA,NA,NA,Esophagus/Stomach,stomach,NA,NA,LMSU,stomach,NA,NA,CVCL_4849,LMSU_838_2019,NA,stomach,Gastric carcinoma,Cancer cell line,TRUE,ACH-000255
1032,LN-18,NA,LN-18,NA,NA,NA,LN-18,NA,LN-18,NA,LN-18,LN-18,LN-18,NA,LN18,LN-18,LN-18,NA,central_nervous_system,NA,NA,NA,Brain,NA,Brain,central_nervous_system,NA,NA,NA,central_nervous_system,CNS/Brain,central_nervous_system,Brain,central_nervous_system,LN18,central_nervous_system,NA,NA,CVCL_0392,LN18_839_2019,LN-18,central_nervous_system,Glioblastoma,Cancer cell line,NA,ACH-000819
1033,LN-215,NA,LN-215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,CNS/Brain,NA,NA,NA,NA,NA,NA,NA,CVCL_3954,LN215_840_2019,NA,central_nervous_system,Astrocytoma,Cancer cell line,NA,ACH-000328
1034,LN-229,NA,LN-229,NA,NA,NA,LN-229,LN229,LN-229,NA,LN-229,LN-229,LN-229,NA,LN229,LN-229,LN-229,NA,central_nervous_system,NA,NA,NA,Brain,CENTRAL_NERVOUS_SYSTEM,Brain,central_nervous_system,NA,NA,NA,central_nervous_system,CNS/Brain,central_nervous_system,Brain,central_nervous_system,LN229,central_nervous_system,NA,NA,CVCL_0393,LN229_841_2019,LN-229,central_nervous_system,Glioblastoma,Cancer cell line,NA,ACH-000595
1035,LN-235,NA,LN-235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,CNS/Brain,NA,NA,NA,NA,NA,NA,NA,CVCL_3957,LN235_842_2019,NA,central_nervous_system,Astrocytoma,Cancer cell line,NA,ACH-000591
1036,LN-319,NA,LN-319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,CNS/Brain,NA,NA,NA,NA,NA,NA,NA,CVCL_3958,LN319_843_2019,NA,central_nervous_system,Astrocytoma,Cancer cell line,NA,ACH-000128
1037,LN-340,NA,LN-340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,CNS/Brain,NA,NA,NA,NA,NA,NA,NA,CVCL_3955,LN340_844_2019,NA,central_nervous_system,Glioblastoma,Cancer cell line,NA,ACH-000634
1038,LN-428,NA,LN-428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,CNS/Brain,NA,NA,NA,NA,NA,NA,NA,CVCL_3959,LN428_846_2019,NA,central_nervous_system,Glioblastoma,Cancer cell line,NA,ACH-000455
1039,LN-443,NA,LN-443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,CNS/Brain,NA,NA,NA,NA,NA,NA,NA,CVCL_3960,LN443_847_2019,NA,central_nervous_system,Glioblastoma,Cancer cell line,NA,ACH-000673
1040,LN-464,NA,LN-464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,CNS/Brain,NA,NA,NA,NA,NA,NA,NA,CVCL_3962,LN464_848_2019,NA,central_nervous_system,Glioblastoma,Cancer cell line,NA,ACH-000676
1041,LN-382,NA,LN382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CNS/Brain,NA,NA,NA,NA,NA,NA,NA,CVCL_3956,LN382_849_2019,NA,central_nervous_system,Glioblastoma,Cancer cell line,NA,ACH-000215
1042,LN-308,NA,LNZ308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CNS/Brain,NA,NA,NA,NA,NA,NA,NA,CVCL_0394,LNZ308_852_2019,NA,central_nervous_system,Astrocytoma,Cancer cell line,NA,ACH-000760
1043,LOU-NH91,NA,LOU-NH91,NA,NA,NA,LOU-NH91,NA,LOU-NH91,NA,LOU-NH91,LOU-NH91,LOU-NH91,NA,LOUNH91,LOU-NH91,LOU-NH91,NA,lung,NA,NA,NA,Lung,NA,Lung:NSCLC,lung,NA,NA,NA,NA,Lung,lung,NA,lung,LOUNH91,lung,NA,NA,CVCL_2104,LOUNH91_854_2019,LOU-NH91,lung,Squamous cell lung carcinoma,Cancer cell line,NA,ACH-000176
